brand,model,model_year,milage,fuel_type,transmission,ext_col,int_col,accident,clean_title,price,hp,liters
Kia,Telluride EX,2022,35938,Gasoline,8-Speed Automatic,Glacial White Pearl,Black,0,0,43329.0,201.0,3.8
Toyota,Tundra Hybrid Limited,2023,10748,Hybrid,Automatic,Midnight Black Metallic,Black,0,0,63100.0,270.0,3.4
Audi,S8 4.0T quattro,2023,4457,Gasoline,Automatic,Mythos Black Metallic,Black,0,0,99175.0,333.0,4.0
Nissan,Armada Platinum,2018,108206,Gasoline,Automatic,White,Charcoal,1,0,26498.0,390.0,5.6
Land,Rover Discovery HSE,2020,32705,Diesel,Automatic,Portofino Blue Metallic,Tan/Ebony/Ebony,0,0,46598.0,340.0,3.0
Kia,Telluride S,2020,74026,Gasoline,8-Speed Automatic,Sangria Red,Black,0,0,32913.0,291.0,3.8
Lexus,GS 350 F Sport,2020,24651,Gasoline,6-Speed Automatic,Ultra White,Black,0,0,45950.0,301.0,3.5
BMW,X6 xDrive40i,2022,13000,Hybrid,Transmission w/Dual Shift Mode,Gray,Orange,0,1,69000.0,335.0,3.0
Land,Rover Range Rover P400 SE SWB,2023,11700,Hybrid,Transmission w/Dual Shift Mode,Gray,White,0,1,99175.0,395.0,3.0
Chevrolet,Silverado 3500 High Country,2015,77500,Diesel,6-Speed A/T,Black,Brown,0,1,54000.0,397.0,6.6
Maserati,Quattroporte Sport GT,2007,82000,Gasoline,Transmission w/Dual Shift Mode,Black,Black,1,1,7999.0,394.0,4.2
Dodge,Viper GTC,2017,1389,Gasoline,M/T,Black,Black,0,1,99175.0,645.0,8.4
Ford,Expedition Limited,2021,29830,Gasoline,10-Speed Automatic,Magnetic Metallic,Ebony,0,0,55329.0,375.0,3.5
Mazda,Mazda6 i Grand Touring,2016,83100,Gasoline,A/T,White,White,0,1,17800.0,184.0,2.5
Kia,Optima LX,2019,62660,Gasoline,A/T,White,Black,0,1,16500.0,185.0,2.4
Land,Rover Range Rover Sport SVR,2018,56006,Gasoline,Transmission w/Dual Shift Mode,Silver,White,0,1,59000.0,575.0,5.0
Lexus,RX 450h F SPORT Handling,2021,31365,Hybrid,Variable,Beige,Red,0,0,52998.0,301.0,3.5
Lincoln,Town Car Base,2004,27600,Gasoline,4-Speed A/T,Black,White,0,1,14900.0,239.0,4.6
Honda,Civic Si,2012,47245,Gasoline,6-Speed M/T,White,Black,0,1,19600.0,201.0,2.4
Lexus,RX 450h Base,2017,73948,Hybrid,A/T,White,Beige,0,1,31990.0,308.0,3.5
RAM,1500 Classic Warlock,2019,36757,E85 Flex Fuel,8-Speed Automatic,Diamond Black,Diesel Gray / Black,0,1,31953.0,395.0,3.6
Tesla,Model Y Long Range,2023,4786,Gasoline,A/T,White,White,0,1,48000.0,425.0,3.5
Audi,RS 3 2.5T,2023,1900,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,0,1,78900.0,401.0,2.5
Hyundai,Genesis Coupe 3.8 R-Spec,2014,52060,Gasoline,6-Speed M/T,Black,Black,1,1,15000.0,348.0,3.8
Porsche,Boxster RS 60 Spyder,2008,58000,Gasoline,6-Speed M/T,Silver,Black,0,1,41500.0,303.0,3.4
Ford,F-250 XLT,2010,52246,Diesel,6-Speed Manual,Tan,Medium Stone,0,1,26095.0,392.5,6.4
Kia,Sorento EX,2016,64290,Gasoline,6-Speed Automatic,Snow White Pearl,Satin Black,0,0,16999.0,201.0,2.0
Nissan,370Z Touring,2009,37500,Gasoline,6-Speed M/T,Silver,Orange,0,1,21500.0,332.0,3.7
Genesis,G70 2.0T,2023,2121,Gasoline,8-Speed A/T,White,Red,0,1,40750.0,252.0,2.0
Land,Rover Range Rover Sport Supercharged,2013,57000,Gasoline,Transmission w/Dual Shift Mode,White,Beige,0,1,26000.0,510.0,5.0
Mercedes-Benz,S-Class S 560 4MATIC,2020,22000,Gasoline,A/T,White,Beige,0,1,69500.0,463.0,4.0
Ford,Bronco Wildtrak Advanced,2023,2000,Gasoline,A/T,Black,Black,0,1,66500.0,315.0,2.7
RAM,1500 SLT,2018,61802,E85 Flex Fuel,8-Speed A/T,Black,Gray,0,1,32000.0,305.0,3.6
Dodge,Challenger R/T,2010,73000,Gasoline,A/T,Black,Black,0,1,17500.0,375.0,5.7
Chevrolet,Sonic LT,2013,110000,Gasoline,A/T,Gray,Black,0,1,7500.0,355.0,5.3
Jeep,Grand Cherokee Laredo,2013,106700,E85 Flex Fuel,6-Speed A/T,Black,Black,0,1,13500.0,290.0,3.6
Audi,RS 5 4.2,2013,75965,Gasoline,7-Speed A/T,White,Black,1,1,35999.0,450.0,4.2
Jeep,Grand Cherokee L Overland,2022,31804,Gasoline,Automatic,Silver Zynith,Global Black,1,1,48995.0,285.0,3.6
Mazda,MX-5 Miata Base,1992,125800,Gasoline,5-Speed M/T,Red,Black,0,1,11500.0,140.0,1.8
Chrysler,Crossfire Limited,2005,116320,Gasoline,5-Speed A/T,Gray,Red,1,1,6000.0,215.0,3.2
Audi,S5 4.2 Premium Plus,2011,156875,Gasoline,6-Speed M/T,Black,Red,1,1,9900.0,354.0,4.2
Tesla,Model X Base,2023,197,Gasoline,A/T,Blue,Black,0,1,85000.0,670.0,3.5
Cadillac,CT4 Luxury,2020,35200,Gasoline,8-Speed A/T,Blue,Black,0,1,28500.0,237.0,2.0
Maserati,Ghibli S Q4,2014,76000,Gasoline,A/T,Black,Black,0,1,19000.0,404.0,3.0
Jaguar,F-PACE 25t Premium,2019,29000,Gasoline,A/T,White,Black,0,1,34500.0,247.0,2.0
BMW,750 i xDrive,2019,33499,Gasoline,A/T,Gray,Black,1,1,44495.0,445.0,4.4
Acura,TLX V6 Advance,2019,25779,Gasoline,9-Speed Automatic,Platinum White Pearl,Ebony,1,0,30999.0,290.0,3.5
GMC,Terrain SLT-1,2015,76296,Gasoline,6-Speed A/T,Gray,Black,1,1,9500.0,182.0,2.4
BMW,i3 Base w/Range Extender,2014,29553,Gasoline,1-Speed A/T,Black,Gray,0,1,12800.0,170.0,0.65
Nissan,Versa 1.8 S,2011,109902,Gasoline,A/T,Blue,Gray,0,1,4500.0,122.0,1.8
Mercedes-Benz,C-Class C 300 4MATIC,2019,23083,Gasoline,9-Speed A/T,White,Beige,0,1,33500.0,255.0,2.0
Toyota,Matrix XRS,2003,143600,Gasoline,6-Speed M/T,Black,Black,0,1,4199.0,180.0,1.8
RAM,1500 Limited,2021,22000,Gasoline,8-Speed A/T,Black,Black,0,1,54800.0,395.0,5.7
Mercedes-Benz,AMG E 53 Base 4MATIC,2022,13000,Hybrid,9-Speed A/T,Silver,Black,0,1,81500.0,429.0,3.0
Audi,A5 2.0T Premium,2018,53000,Gasoline,A/T,White,Brown,1,1,28000.0,252.0,2.0
Lincoln,Navigator Reserve,2019,44741,Gasoline,10-Speed A/T,Beige,Beige,0,1,52999.0,450.0,3.5
Audi,A6 3.2 quattro,2008,202000,Gasoline,A/T,Blue,Gray,1,1,5700.0,255.0,3.2
Chevrolet,Silverado 1500 LT Crew Cab,2006,215000,Gasoline,A/T,Black,Black,1,1,6995.0,345.0,6.0
Mercedes-Benz,S-Class S 560,2019,77138,Gasoline,Automatic,designo Diamond White,Black,0,0,49998.0,463.0,4.0
Volvo,XC90 T6 Momentum,2018,90641,Gasoline,8-Speed Automatic,White,Amber,0,0,25999.0,316.0,2.0
Toyota,Camry SE,2011,177702,Gasoline,A/T,Gray,Gray,1,1,7700.0,179.0,2.5
Mercedes-Benz,Metris Base,2018,58350,Gasoline,7-Speed A/T,Black,Black,0,1,29497.0,208.0,2.0
Chevrolet,Camaro 2LT,2010,86170,Gasoline,6-Speed A/T,Black,Black,1,1,17000.0,304.0,3.6
Mazda,MX-5 Miata Grand Touring,2012,36568,Gasoline,6-Speed M/T,Blue,Beige,1,1,20199.0,167.0,2.0
Ford,Escape SE,2015,54357,Gasoline,6-Speed A/T,White,Gray,0,1,16250.0,173.0,1.6
Mercedes-Benz,S-Class S 63 AMG,2015,20394,Gasoline,Automatic,Black,Black,1,0,59598.0,536.0,5.5
Kia,Niro EX,2023,7578,Hybrid,Automatic,Snow White Pearl,Charcoal,0,0,31113.0,201.0,1.6
Porsche,Boxster Base,2010,64800,Gasoline,6-Speed M/T,Gray,Gray,1,1,20900.0,255.0,2.9
Toyota,4Runner Trail,2016,117780,Gasoline,5-Speed A/T,Gray,Black,0,1,27750.0,270.0,4.0
Hyundai,Kona EV SEL,2019,33100,Gasoline,1-Speed A/T,Black,Black,0,1,18200.0,201.0,2.4
Land,Rover Range Rover Evoque SE,2016,86202,Gasoline,9-Speed A/T,Black,Black,0,1,18750.0,240.0,2.0
Ford,E350 Super Duty XLT,2012,163000,E85 Flex Fuel,A/T,White,Gray,0,1,19550.0,255.0,5.4
Mercedes-Benz,SL-Class SL500 Roadster,2004,35400,Gasoline,7-Speed A/T,Black,Gray,0,1,24900.0,302.0,5.0
Jeep,Compass Trailhawk,2018,31000,Gasoline,9-Speed A/T,Gray,Black,0,1,22000.0,180.0,2.4
Mercedes-Benz,S-Class S 560 4MATIC,2018,103069,Gasoline,Automatic,Anthracite Blue Metallic,Silk Beige/Espresso Brown,0,0,40998.0,463.0,4.0
Mercedes-Benz,G-Class G 550 4MATIC,2021,22480,Gasoline,A/T,White,Brown,0,1,99175.0,416.0,4.0
Tesla,Model X P90D,2016,91000,Gasoline,A/T,Silver,White,0,1,39500.0,691.0,3.5
Lexus,IS-F Base,2010,41500,Gasoline,8-Speed A/T,Blue,Black,1,1,44800.0,416.0,5.0
BMW,335 i,2010,91545,Gasoline,6-Speed A/T,Black,Black,0,1,13000.0,300.0,3.0
Audi,RS 7 4.0T,2022,4100,Hybrid,8-Speed A/T,Blue,Black,0,1,99175.0,591.0,4.0
Buick,Lucerne CXL,2006,110000,Gasoline,A/T,Gold,Beige,0,1,5000.0,275.0,4.6
Lincoln,MKX Reserve,2016,88000,Gasoline,Transmission w/Dual Shift Mode,Black,Black,0,1,18500.0,335.0,2.7
Nissan,Armada Platinum,2018,42833,Gasoline,Transmission w/Dual Shift Mode,Blue,Gray,0,1,37000.0,390.0,5.6
Porsche,911 Carrera,2020,23278,Gasoline,Automatic,Blue,–,0,0,99175.0,364.5,3.0
Mercedes-Benz,E-Class 400E,1993,106983,Gasoline,4-Speed A/T,White,Gray,0,1,15300.0,362.0,3.5
BMW,435 Gran Coupe i,2015,60100,Gasoline,8-Speed A/T,Blue,Beige,0,1,24995.0,300.0,3.0
Jeep,Wagoneer Series III,2022,17381,Gasoline,8-Speed Automatic,Velvet Red Pearlcoat,Global Black,0,1,69685.0,285.0,5.7
Cadillac,ATS 2.5L,2013,63172,Gasoline,A/T,Black,Black,1,1,12995.0,202.0,2.5
Ford,Transit Connect XLT,2010,72000,Gasoline,A/T,White,Gray,1,1,10900.0,136.0,2.0
Kia,EV6 GT-Line,2022,4820,Gasoline,1-Speed A/T,Red,Black,0,1,47500.0,320.0,2.4
Audi,S5 3.0T Premium Plus,2014,67900,Gasoline,6-Speed M/T,Silver,Black,0,0,25990.0,333.0,3.0
Toyota,Tundra SR,2018,51000,Gasoline,A/T,Black,Gray,0,1,38000.0,381.0,5.7
Jeep,Wrangler Unlimited Freedom Edition,2013,54500,Gasoline,A/T,Green,Black,0,1,35000.0,285.0,3.6
Maserati,Quattroporte Base,2006,61840,Gasoline,Transmission w/Dual Shift Mode,Gray,Beige,0,1,16500.0,394.0,4.2
Mercedes-Benz,CLS-Class CLS500,2006,28950,Gasoline,7-Speed A/T,Blue,Beige,0,0,16750.0,302.0,5.0
GMC,Sierra 3500 SLE,2002,300000,Diesel,5-Speed A/T,Black,Gray,1,1,5000.0,300.0,6.6
Nissan,Frontier SL,2011,103400,Gasoline,5-Speed A/T,Gray,Gray,1,1,17000.0,261.0,4.0
BMW,M5 Base,2023,816,Gasoline,8-Speed Automatic,Alpine White,Black,0,0,99175.0,560.0,4.4
Porsche,911 R,2016,719,Gasoline,6-Speed Manual,White,Black / Brown,0,1,99175.0,500.0,4.0
Land,Rover Defender X-Dynamic SE,2023,3678,Hybrid,Automatic,Fuji White,Black,0,0,81998.0,380.0,3.0
Ford,F-150 XL,2016,107000,E85 Flex Fuel,6-Speed A/T,White,Gray,1,1,22000.0,385.0,5.0
BMW,M8 Competition,2022,5018,Gasoline,Automatic,–,Sakhir Orange/Black,0,0,99175.0,617.0,4.4
Porsche,911 Carrera S,2010,13850,Gasoline,6-Speed M/T,Black,Black,0,1,71400.0,385.0,3.8
Volvo,XC70 3.2,2008,46700,Gasoline,6-Speed A/T,White,Beige,0,0,11400.0,235.0,3.2
Chrysler,300 Touring,2021,21478,Gasoline,Automatic,Silver Mist,Black,0,0,27798.0,250.0,3.6
Honda,Insight EX,2020,64200,Hybrid,CVT Transmission,White,Black,1,1,20499.0,151.0,1.5
Porsche,Cayman S,2006,31075,Gasoline,5-Speed Automatic,Black,Black / Stone Grey,0,1,36250.0,310.0,3.4
Tesla,Model Y Performance,2022,25250,Gasoline,1-Speed A/T,White,White,0,1,47800.0,455.0,3.5
BMW,M5 Competition,2020,35400,Gasoline,8-Speed A/T,Orange,Black,0,1,71950.0,617.0,4.4
Audi,S4 4.2 quattro,2004,74030,Gasoline,6-Speed M/T,Silver,Gray,0,1,16000.0,340.0,4.2
Ford,F-250 Platinum,2021,48549,Diesel,Automatic,Antimatter Blue Metallic,Black,0,0,69998.0,430.0,6.7
Kia,Seltos S,2023,5182,Gasoline,A/T,White,Black,0,1,32500.0,146.0,2.0
RAM,ProMaster 2500 High Roof,2019,31681,Gasoline,A/T,White,Black,1,1,33500.0,280.0,3.6
BMW,M760 M760i xDrive,2020,23430,Gasoline,Automatic,White,Black,0,0,80998.0,335.0,6.6
Mercedes-Benz,E-Class E 400,2015,30300,Gasoline,A/T,White,Black,1,1,29000.0,329.0,3.0
Cadillac,XTS Luxury,2016,112000,Gasoline,A/T,Blue,Beige,1,1,14599.0,304.0,3.6
INFINITI,Q50 Premium,2014,127356,Gasoline,7-Speed A/T,Black,Black,1,1,19990.0,328.0,3.7
Volkswagen,Touareg V6 Executive,2017,50600,Gasoline,8-Speed A/T,Red,Brown,1,1,28890.0,280.0,3.6
Chevrolet,Suburban 1500 LTZ,2011,194000,E85 Flex Fuel,6-Speed A/T,Black,Black,0,1,9950.0,320.0,5.3
Toyota,Tundra SR5,2021,33455,Gasoline,6-Speed A/T,Green,Black,0,1,44750.0,381.0,5.7
BMW,X1 sDrive28i,2022,43000,Gasoline,8-Speed A/T,Gray,Black,0,1,35750.0,228.0,2.0
Mercedes-Benz,GL-Class GL 550 4MATIC,2016,46102,Gasoline,7-Speed A/T,Black,Beige,0,1,35300.0,429.0,4.7
Cadillac,XTS Luxury,2019,59000,Gasoline,6-Speed A/T,Black,Black,0,1,21000.0,304.0,3.6
Jaguar,XJ8 Base,2004,134000,Gasoline,6-Speed A/T,Black,Beige,1,1,9500.0,294.0,4.2
Chevrolet,Camaro ZL1,2020,3715,Gasoline,A/T,Black,Black,0,1,99175.0,650.0,6.2
Mercedes-Benz,Sprinter 2500,2012,100245,Diesel,A/T,White,–,1,1,24000.0,188.0,3.0
Mercedes-Benz,C-Class C 300 4MATIC,2022,8583,Gasoline,9-Speed Automatic,Cirrus Silver Metallic,AMG Black,0,0,42999.0,255.0,2.0
Dodge,Dakota SLT,2003,141800,Gasoline,A/T,Red,Gray,1,1,5700.0,230.0,4.7
Audi,A5 2.0T Premium Plus,2012,77000,Gasoline,8-Speed A/T,White,Black,0,1,13800.0,211.0,2.0
Audi,A5 2.0T Premium,2018,67035,Gasoline,Transmission w/Dual Shift Mode,Pink,Brown,1,1,31500.0,252.0,2.0
Audi,S5 3.0 Premium Plus,2012,61450,Gasoline,7-Speed A/T,White,Gray,0,1,19500.0,333.0,3.0
Porsche,Panamera GTS,2015,39500,Gasoline,Transmission w/Dual Shift Mode,Black,Black,0,1,52590.0,440.0,4.8
Mercedes-Benz,AMG GT C,2020,6600,Gasoline,Transmission w/Dual Shift Mode,Black,Beige,0,1,99175.0,550.0,4.0
Chevrolet,Camaro 2SS,2023,2300,Gasoline,6-Speed M/T,Red,Black,0,1,51500.0,455.0,6.2
Audi,Q7 Premium Plus,2023,10601,Hybrid,Automatic,Mythos Black,Black,0,0,61998.0,333.0,3.0
Maserati,GranTurismo MC,2018,18000,Gasoline,Transmission w/Dual Shift Mode,Red,Black,0,1,67000.0,454.0,4.7
GMC,Sierra 2500 AT4,2022,31681,Gasoline,Automatic,Cayenne Red Tintcoat,Jet Black,1,0,67963.0,445.0,6.6
Cadillac,XT6 Sport AWD,2020,24114,Gasoline,9-Speed Automatic,Garnet Red Metallic,Jet Black,1,0,49427.0,401.5,3.6
Jeep,Grand Cherokee L Laredo,2022,22109,Gasoline,Automatic,Bright White Clearcoat,Global Black,0,0,43389.0,285.0,3.6
Chevrolet,Avalanche 1500 LT,2012,148000,E85 Flex Fuel,A/T,Black,Black,0,1,18000.0,320.0,5.3
BMW,M5 Base,2018,41000,Gasoline,Transmission w/Dual Shift Mode,White,White,0,1,60200.0,600.0,4.4
Nissan,Titan SE,2009,127600,E85 Flex Fuel,A/T,Brown,Gray,0,1,19500.0,317.0,5.6
Dodge,Ram 1500 SRT-10 Quad Cab,2005,138450,Gasoline,4-Speed A/T,Red,Black,1,1,19000.0,500.0,8.3
GMC,Sierra 1500 SLT,2013,230000,E85 Flex Fuel,A/T,White,Black,0,1,15500.0,315.0,5.3
Lexus,RX 350 F Sport,2017,53649,Gasoline,A/T,Black,Red,0,1,33000.0,295.0,3.5
Mercedes-Benz,GL-Class GL 450 4MATIC,2012,174000,Gasoline,7-Speed A/T,Black,Black,1,1,11999.0,335.0,4.6
INFINITI,QX80 Luxe,2022,49860,Gasoline,Automatic,Black Obsidian,Graphite,1,1,47645.0,400.0,5.6
Mercedes-Benz,AMG C 63 S,2021,13650,Gasoline,9-Speed A/T,Blue,Black,0,1,75000.0,503.0,4.0
BMW,528 i xDrive,2016,134000,Gasoline,A/T,Brown,Brown,1,1,13500.0,240.0,2.0
Porsche,911 Carrera,2014,78000,Gasoline,Transmission w/Dual Shift Mode,Brown,Brown,0,1,68000.0,350.0,3.4
Porsche,Boxster S,2005,65750,Gasoline,A/T,Blue,Gray,0,1,21750.0,280.0,3.2
BMW,X6 M Base,2021,18000,Gasoline,8-Speed A/T,Black,Black,0,1,94000.0,600.0,4.4
Ford,Mustang Premium,2007,121630,Gasoline,A/T,White,Black,0,1,9450.0,210.0,4.0
Rivian,R1S Launch Edition,2023,4500,Gasoline,1-Speed A/T,Silver,Gray,0,1,89999.0,835.0,3.5
Volvo,XC90 Recharge Plug-In Hybrid T8 Inscription 7 Passenger,2022,9408,Hybrid,8-Speed Automatic,Black,Gray,0,0,61999.0,455.0,2.0
BMW,528 i xDrive,2016,120000,Gasoline,A/T,White,White,0,1,16000.0,240.0,2.0
Cadillac,Escalade ESV Platinum,2016,168600,Gasoline,8-Speed A/T,White,Beige,0,1,29500.0,420.0,6.2
Chevrolet,Corvette Base,2004,43705,Gasoline,6-Speed M/T,Gray,Black,0,1,25900.0,350.0,5.7
Audi,A5 2.0T Premium,2013,111000,Gasoline,Transmission w/Dual Shift Mode,Blue,Beige,0,1,11500.0,211.0,2.0
Audi,TT 2.0T Premium,2012,64549,Gasoline,Transmission w/Dual Shift Mode,Silver,Black,0,1,17000.0,211.0,2.0
Buick,LaCrosse CX,2007,53000,Gasoline,4-Speed A/T,Red,Gray,0,1,6500.0,200.0,3.8
Chevrolet,Camaro 2SS,2017,13465,Gasoline,8-Speed A/T,White,Black,0,1,44900.0,455.0,6.2
Tesla,Model Y Long Range,2023,5844,Gasoline,A/T,White,Black,0,1,52000.0,425.0,3.5
BMW,M3 Base,2015,74000,Gasoline,M/T,Gray,Black,0,1,40000.0,425.0,3.0
Kia,Optima LX,2011,100331,Gasoline,A/T,Red,–,1,1,6900.0,200.0,2.4
Toyota,Supra 3.0 Premium,2022,24850,Gasoline,A/T,Black,Black,0,1,53568.0,382.0,3.0
Lincoln,Nautilus Reserve,2021,17467,Gasoline,8-Speed Automatic,Pristine White,Slate,0,0,43860.0,335.0,2.0
Nissan,Pathfinder SL,2015,115000,Gasoline,A/T,Gray,Black,0,1,11995.0,260.0,3.5
BMW,X5 xDrive50i,2015,72000,Gasoline,Transmission w/Dual Shift Mode,Black,Brown,1,1,26500.0,445.0,4.4
Mazda,MazdaSpeed3 Grand Touring,2008,162000,Gasoline,6-Speed M/T,Black,Black,1,1,6500.0,263.0,2.3
GMC,Yukon XL SLT,2017,47589,Gasoline,A/T,Black,Black,0,1,45500.0,355.0,5.3
Toyota,bZ4X Limited,2023,6548,Gasoline,Automatic,Wind Chill Pearl,Black,0,0,41999.0,270.0,3.5
RAM,ProMaster 2500 High Roof,2018,10339,Gasoline,6-Speed A/T,White,Gray,0,1,36990.0,280.0,3.6
RAM,1500 Classic SLT,2021,32092,Gasoline,8-Speed Automatic,Patriot Blue Pearlcoat,Black,0,1,35113.0,395.0,3.6
Lexus,GS 350 Base,2014,85275,Gasoline,Automatic,Nebula Gray Pearl,Black,1,0,23998.0,307.0,3.5
Hyundai,Tucson Limited,2016,138000,Gasoline,7-Speed A/T,Brown,Beige,0,1,10990.0,175.0,1.6
Chevrolet,SSR Base,2003,87500,Gasoline,A/T,Red,Black,0,1,16999.0,300.0,5.3
Maserati,GranTurismo Base,2013,34920,Gasoline,6-Speed A/T,Gray,Brown,0,1,38900.0,440.0,4.7
Tesla,Model X Performance,2020,27224,Gasoline,1-Speed Automatic,Black,Black,0,0,65999.0,778.0,3.5
BMW,M2 Base,2018,25000,Gasoline,7-Speed A/T,Black,Black,0,1,52000.0,365.0,3.0
Tesla,Model Y Long Range,2021,14642,Gasoline,A/T,Red,Black,0,1,48500.0,425.0,3.5
Subaru,Outback 2.5i Limited,2015,162000,Gasoline,CVT Transmission,Gray,Black,0,1,13999.0,175.0,2.5
Buick,Roadmaster Estate,1996,119500,Gasoline,4-Speed A/T,White,Beige,1,1,16999.0,260.0,5.7
Land,Rover Range Rover 5.0L Supercharged,2017,101800,Gasoline,A/T,Silver,Black,0,1,36500.0,510.0,5.0
Ford,Expedition Max XLT,2021,84351,Gasoline,10-Speed Automatic,Blue,Ebony,0,1,42691.0,375.0,3.5
Nissan,Leaf SL,2012,26930,Gasoline,1-Speed A/T,White,Beige,0,1,6700.0,107.0,3.5
Toyota,Tacoma TRD Pro,2019,40698,Gasoline,6-Speed,Super White,Black,0,0,42886.0,270.0,3.5
Mercedes-Benz,AMG GT 63 S 4-Door,2020,40000,Gasoline,9-Speed A/T,Black,Red,0,1,99175.0,630.0,4.0
BMW,230 i,2019,30000,Gasoline,8-Speed A/T,Blue,Beige,1,1,29000.0,248.0,2.0
Lexus,ES 350 Base,2007,78980,Gasoline,6-Speed A/T,Silver,Beige,1,1,10600.0,272.0,3.5
Porsche,911 Carrera S Cabriolet,2007,28844,Gasoline,6-Speed Manual,White,Beige,0,0,69995.0,364.5,3.8
Porsche,Taycan Turbo,2020,21028,Gasoline,Single-Speed Fixed Gear,BLACK,BEIGE,0,0,96900.0,616.0,3.45
Maserati,Levante Modena,2023,5409,Gasoline,8-Speed Automatic,Blu,Black,0,1,88950.0,405.0,3.0
Dodge,Challenger SRT Hellcat,2020,12700,Gasoline,8-Speed A/T,Black,Black,1,1,69900.0,717.0,6.2
Mazda,Mazda6 Touring,2021,19000,Gasoline,A/T,Blue,Black,0,0,25900.0,187.0,2.5
Audi,S4 3.0T Premium,2019,12000,Gasoline,A/T,Black,Black,0,1,48000.0,349.0,3.0
Ford,Mustang GT Premium,2016,25717,Gasoline,6-Speed M/T,Black,Black,0,1,33900.0,435.0,5.0
Tesla,Model Y Long Range,2022,12055,Gasoline,A/T,Blue,Black,0,1,44400.0,425.0,3.5
Audi,TTS 2.0T Premium Plus,2011,69700,Gasoline,6-Speed A/T,Orange,–,1,1,23000.0,265.0,2.0
BMW,M2 Competition,2020,25013,Gasoline,7-Speed A/T,Black,Black,0,1,55000.0,405.0,3.0
Audi,Q4 e-tron Sportback Premium,2023,1156,Gasoline,A/T,Blue,Black,0,1,54900.0,295.0,3.0
BMW,740 i,2016,57939,Gasoline,8-Speed A/T,Gray,Black,0,1,27500.0,320.0,3.0
Mercedes-Benz,AMG GLE 43 Coupe 4MATIC,2018,52694,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,0,1,49999.0,385.0,3.0
Mercedes-Benz,S-Class S 550 4MATIC,2015,54000,Gasoline,7-Speed A/T,White,Beige,0,1,37000.0,449.0,4.7
Honda,S2000 Base,2002,110500,Gasoline,6-Speed M/T,Yellow,Red,0,1,27000.0,240.0,2.0
Chevrolet,Corvette Base,2000,97500,Gasoline,6-Speed M/T,Yellow,Black,0,1,10000.0,345.0,5.7
Chevrolet,Colorado Z71,2020,20909,Gasoline,Automatic,Red,Jet Black,0,1,35387.0,355.0,3.6
Mercedes-Benz,S-Class S 63 AMG,2013,77648,Gasoline,7-Speed A/T,Silver,Black,0,1,40000.0,536.0,5.5
Bentley,Continental GTC Base,2013,79422,Gasoline,8-Speed A/T,Black,Black,0,1,64000.0,616.0,6.0
GMC,Sierra 2500 SLE H/D Extended Cab,2002,53850,Gasoline,A/T,Silver,Gray,1,1,16900.0,340.0,8.1
Audi,SQ5 3.0T Premium,2020,21832,Gasoline,8-Speed A/T,Blue,Black,0,1,42000.0,349.0,3.0
Toyota,Corolla iM Base,2017,41932,Gasoline,6-Speed M/T,Black,Black,0,1,18700.0,137.0,1.8
GMC,Yukon XL SLT,2017,110000,Gasoline,A/T,Blue,Black,1,1,34999.0,355.0,5.3
Toyota,Tundra 1794,2020,67400,Gasoline,A/T,Black,Brown,0,1,47500.0,381.0,5.7
Subaru,WRX Premium,2017,62662,Gasoline,M/T,Red,Black,1,1,24000.0,268.0,2.0
Subaru,WRX Base,2015,102000,Gasoline,M/T,White,Black,1,1,18000.0,268.0,2.0
INFINITI,Q50 Premium,2014,79785,Gasoline,7-Speed A/T,Red,White,1,1,16488.0,328.0,3.7
Chevrolet,Suburban Premier,2017,166549,Gasoline,6-Speed A/T,White,Beige,1,1,24950.0,355.0,5.3
Toyota,Sequoia Limited,2006,190656,Gasoline,A/T,Black,Gray,1,1,8900.0,273.0,4.7
Dodge,Challenger R/T Scat Pack,2016,7928,Gasoline,6-Speed M/T,Red,Red,0,1,37500.0,345.0,6.4
Porsche,Cayenne GTS,2009,135606,Gasoline,Transmission w/Dual Shift Mode,Black,Black,0,1,15000.0,405.0,4.8
Kia,Telluride S,2023,14700,Gasoline,8-Speed A/T,Blue,Black,0,1,39900.0,291.0,3.8
Mercedes-Benz,AMG E 63 S 4MATIC,2019,12985,Gasoline,9-Speed A/T,Gray,Black,1,1,96000.0,603.0,4.0
BMW,Z4 sDrive35is,2014,4200,Gasoline,Transmission w/Dual Shift Mode,White,Red,0,1,64995.0,335.0,3.0
Subaru,Impreza 2.0i Sport,2017,44000,Gasoline,5-Speed M/T,Red,Black,0,1,23500.0,152.0,2.0
Dodge,Dart SE,2015,66000,Gasoline,6-Speed M/T,Black,Black,0,1,12000.0,160.0,2.0
Land,Rover Range Rover P525 Westminster,2021,17945,Gasoline,8-Speed Automatic,Santorini Black Metallic,Ebony,0,0,89900.0,380.0,5.0
Nissan,370Z Base,2013,106700,Gasoline,6-Speed M/T,Red,Black,0,1,17500.0,332.0,3.7
Cadillac,Escalade ESV Luxury,2020,120000,Gasoline,10-Speed A/T,Black,Black,0,1,55000.0,420.0,6.2
Mercedes-Benz,E-Class E 350,2012,59600,Gasoline,Transmission w/Dual Shift Mode,White,Beige,0,1,19900.0,302.0,3.5
Kia,Optima Hybrid EX,2012,117220,Hybrid,A/T,Black,Black,0,1,8900.0,206.0,2.4
